"fue","MUE"
"fue 2","MUE 15"
"fue 5","MUE 33"
"fue 7","MUE 31"
"fue 8","MUE 5"
"fue 10","MUE 19"
"fue 11","MUE 28"
"fue 14","MUE 24"
"fue 18","MUE 7"
"fue 20","MUE 11"
"fue 21","MUE 4"
"fue 24","MUE 32"
"fue 25","MUE 25"
"fue 28","MUE 12"
"fue 30","MUE 10"
"fue 32","MUE 18"
"fue 33","MUE 2"
"fue 35","MUE 34"
"fue 38","MUE 30"
"fue 42","MUE 27"
"fue 43","MUE 3"
"fue 44","MUE 17"
"fue 47","MUE 22"
"fue 48","MUE 36"
"fue 49","MUE 26"
"fue 51","MUE 21"
"fue 53","MUE 6"
"fue 54","MUE 1"
"fue 55","MUE 23"
"fue 57","MUE 20"
"fue 58","MUE 13"
"fue 60","MUE 9"
"fue 61","MUE 14"
"fue 66","MUE 8"
"fue 67","MUE 35"
"fue 68","MUE 16"
"fue 71","MUE 29"
