"fue","MUE"
"fue 2","MUE 26"
"fue 3","MUE 34"
"fue 6","MUE 21"
"fue 9","MUE 36"
"fue 10","MUE 19"
"fue 14","MUE 6"
"fue 15","MUE 13"
"fue 16","MUE 9"
"fue 18","MUE 12"
"fue 20","MUE 25"
"fue 21","MUE 30"
"fue 23","MUE 14"
"fue 26","MUE 20"
"fue 27","MUE 23"
"fue 30","MUE 7"
"fue 31","MUE 10"
"fue 32","MUE 5"
"fue 33","MUE 15"
"fue 34","MUE 31"
"fue 36","MUE 29"
"fue 37","MUE 22"
"fue 38","MUE 8"
"fue 39","MUE 11"
"fue 40","MUE 32"
"fue 43","MUE 2"
"fue 47","MUE 28"
"fue 49","MUE 1"
"fue 50","MUE 24"
"fue 53","MUE 4"
"fue 55","MUE 35"
"fue 56","MUE 33"
"fue 57","MUE 17"
"fue 59","MUE 3"
"fue 64","MUE 16"
"fue 65","MUE 27"
"fue 66","MUE 18"
