"fue","MUE"
"fue 2","MUE 36"
"fue 3","MUE 35"
"fue 5","MUE 29"
"fue 6","MUE 13"
"fue 7","MUE 22"
"fue 8","MUE 31"
"fue 12","MUE 12"
"fue 13","MUE 28"
"fue 14","MUE 27"
"fue 15","MUE 3"
"fue 16","MUE 8"
"fue 17","MUE 16"
"fue 18","MUE 7"
"fue 20","MUE 25"
"fue 21","MUE 19"
"fue 23","MUE 18"
"fue 24","MUE 32"
"fue 32","MUE 30"
"fue 35","MUE 14"
"fue 39","MUE 10"
"fue 42","MUE 11"
"fue 43","MUE 20"
"fue 44","MUE 15"
"fue 46","MUE 17"
"fue 47","MUE 24"
"fue 49","MUE 4"
"fue 51","MUE 5"
"fue 52","MUE 2"
"fue 55","MUE 23"
"fue 56","MUE 21"
"fue 60","MUE 33"
"fue 64","MUE 6"
"fue 65","MUE 9"
"fue 68","MUE 1"
"fue 69","MUE 26"
"fue 72","MUE 34"
