"fue","MUE"
"fue 1","MUE 21"
"fue 2","MUE 2"
"fue 4","MUE 23"
"fue 5","MUE 16"
"fue 6","MUE 26"
"fue 7","MUE 15"
"fue 10","MUE 10"
"fue 16","MUE 9"
"fue 19","MUE 12"
"fue 22","MUE 8"
"fue 24","MUE 7"
"fue 31","MUE 20"
"fue 32","MUE 22"
"fue 33","MUE 4"
"fue 35","MUE 6"
"fue 38","MUE 14"
"fue 39","MUE 17"
"fue 45","MUE 18"
"fue 47","MUE 30"
"fue 48","MUE 27"
"fue 49","MUE 29"
"fue 54","MUE 36"
"fue 55","MUE 33"
"fue 56","MUE 3"
"fue 57","MUE 19"
"fue 59","MUE 32"
"fue 61","MUE 24"
"fue 62","MUE 34"
"fue 63","MUE 28"
"fue 65","MUE 1"
"fue 67","MUE 25"
"fue 70","MUE 35"
"fue 72","MUE 31"
"fue 73","MUE 5"
"fue 79","MUE 11"
"fue 81","MUE 13"
