"fue","MUE"
"fue 1","MUE 5"
"fue 2","MUE 20"
"fue 4","MUE 35"
"fue 5","MUE 26"
"fue 6","MUE 10"
"fue 7","MUE 1"
"fue 8","MUE 15"
"fue 9","MUE 34"
"fue 10","MUE 19"
"fue 11","MUE 23"
"fue 14","MUE 16"
"fue 17","MUE 17"
"fue 18","MUE 3"
"fue 20","MUE 31"
"fue 22","MUE 24"
"fue 26","MUE 27"
"fue 28","MUE 13"
"fue 34","MUE 11"
"fue 35","MUE 29"
"fue 36","MUE 9"
"fue 37","MUE 33"
"fue 38","MUE 32"
"fue 40","MUE 18"
"fue 41","MUE 25"
"fue 43","MUE 21"
"fue 44","MUE 14"
"fue 48","MUE 7"
"fue 50","MUE 28"
"fue 51","MUE 2"
"fue 52","MUE 22"
"fue 53","MUE 30"
"fue 54","MUE 6"
"fue 55","MUE 12"
"fue 57","MUE 36"
"fue 58","MUE 4"
"fue 59","MUE 8"
