"fue","MUE"
"fue 2","MUE 22"
"fue 5","MUE 16"
"fue 9","MUE 9"
"fue 15","MUE 20"
"fue 19","MUE 18"
"fue 22","MUE 4"
"fue 23","MUE 11"
"fue 24","MUE 12"
"fue 26","MUE 34"
"fue 27","MUE 2"
"fue 28","MUE 21"
"fue 30","MUE 35"
"fue 32","MUE 13"
"fue 33","MUE 3"
"fue 36","MUE 23"
"fue 37","MUE 8"
"fue 39","MUE 26"
"fue 40","MUE 15"
"fue 41","MUE 32"
"fue 44","MUE 30"
"fue 46","MUE 7"
"fue 47","MUE 19"
"fue 52","MUE 36"
"fue 54","MUE 17"
"fue 58","MUE 14"
"fue 60","MUE 29"
"fue 63","MUE 6"
"fue 64","MUE 25"
"fue 65","MUE 1"
"fue 68","MUE 27"
"fue 71","MUE 5"
"fue 73","MUE 31"
"fue 74","MUE 28"
"fue 76","MUE 10"
"fue 77","MUE 33"
"fue 78","MUE 24"
