"fue","MUE"
"fue 3","MUE 28"
"fue 4","MUE 3"
"fue 7","MUE 15"
"fue 8","MUE 24"
"fue 12","MUE 5"
"fue 13","MUE 2"
"fue 14","MUE 16"
"fue 16","MUE 35"
"fue 17","MUE 9"
"fue 18","MUE 6"
"fue 19","MUE 19"
"fue 21","MUE 36"
"fue 22","MUE 34"
"fue 25","MUE 4"
"fue 27","MUE 14"
"fue 29","MUE 11"
"fue 37","MUE 23"
"fue 38","MUE 20"
"fue 39","MUE 26"
"fue 41","MUE 21"
"fue 45","MUE 17"
"fue 46","MUE 12"
"fue 49","MUE 18"
"fue 50","MUE 29"
"fue 52","MUE 7"
"fue 55","MUE 25"
"fue 57","MUE 8"
"fue 62","MUE 13"
"fue 63","MUE 31"
"fue 64","MUE 27"
"fue 65","MUE 22"
"fue 66","MUE 30"
"fue 67","MUE 33"
"fue 68","MUE 1"
"fue 69","MUE 32"
"fue 70","MUE 10"
