"fue","MUE"
"fue 4","MUE 23"
"fue 5","MUE 35"
"fue 6","MUE 28"
"fue 10","MUE 33"
"fue 11","MUE 1"
"fue 14","MUE 19"
"fue 16","MUE 6"
"fue 17","MUE 26"
"fue 21","MUE 15"
"fue 22","MUE 12"
"fue 24","MUE 25"
"fue 25","MUE 31"
"fue 27","MUE 20"
"fue 29","MUE 14"
"fue 30","MUE 13"
"fue 31","MUE 27"
"fue 32","MUE 21"
"fue 34","MUE 11"
"fue 40","MUE 36"
"fue 41","MUE 30"
"fue 42","MUE 8"
"fue 44","MUE 16"
"fue 45","MUE 5"
"fue 47","MUE 3"
"fue 48","MUE 7"
"fue 49","MUE 29"
"fue 53","MUE 10"
"fue 54","MUE 22"
"fue 56","MUE 34"
"fue 57","MUE 4"
"fue 58","MUE 2"
"fue 59","MUE 18"
"fue 60","MUE 17"
"fue 61","MUE 9"
"fue 63","MUE 24"
"fue 66","MUE 32"
