"fue","MUE"
"fue 1","MUE 2"
"fue 2","MUE 25"
"fue 3","MUE 35"
"fue 4","MUE 10"
"fue 5","MUE 29"
"fue 8","MUE 15"
"fue 11","MUE 18"
"fue 12","MUE 12"
"fue 13","MUE 33"
"fue 16","MUE 28"
"fue 23","MUE 24"
"fue 26","MUE 5"
"fue 28","MUE 23"
"fue 30","MUE 19"
"fue 33","MUE 21"
"fue 34","MUE 26"
"fue 35","MUE 22"
"fue 36","MUE 16"
"fue 37","MUE 14"
"fue 38","MUE 34"
"fue 39","MUE 27"
"fue 43","MUE 9"
"fue 44","MUE 31"
"fue 45","MUE 30"
"fue 46","MUE 17"
"fue 48","MUE 3"
"fue 50","MUE 20"
"fue 51","MUE 13"
"fue 52","MUE 1"
"fue 54","MUE 6"
"fue 58","MUE 11"
"fue 62","MUE 32"
"fue 63","MUE 4"
"fue 64","MUE 8"
"fue 66","MUE 36"
"fue 67","MUE 7"
