"fue","MUE"
"fue 1","MUE 12"
"fue 2","MUE 7"
"fue 5","MUE 26"
"fue 10","MUE 16"
"fue 13","MUE 34"
"fue 22","MUE 18"
"fue 23","MUE 22"
"fue 25","MUE 4"
"fue 26","MUE 19"
"fue 28","MUE 28"
"fue 35","MUE 20"
"fue 36","MUE 25"
"fue 38","MUE 32"
"fue 39","MUE 6"
"fue 40","MUE 27"
"fue 41","MUE 36"
"fue 45","MUE 1"
"fue 47","MUE 24"
"fue 53","MUE 30"
"fue 54","MUE 9"
"fue 56","MUE 33"
"fue 57","MUE 15"
"fue 58","MUE 8"
"fue 59","MUE 21"
"fue 61","MUE 13"
"fue 62","MUE 14"
"fue 63","MUE 11"
"fue 66","MUE 2"
"fue 67","MUE 10"
"fue 68","MUE 29"
"fue 69","MUE 3"
"fue 70","MUE 31"
"fue 72","MUE 17"
"fue 73","MUE 35"
"fue 77","MUE 5"
"fue 78","MUE 23"
