"fue","MUE"
"fue 1","MUE 25"
"fue 3","MUE 13"
"fue 5","MUE 32"
"fue 9","MUE 10"
"fue 10","MUE 7"
"fue 12","MUE 3"
"fue 14","MUE 16"
"fue 15","MUE 28"
"fue 16","MUE 35"
"fue 19","MUE 31"
"fue 22","MUE 1"
"fue 24","MUE 8"
"fue 25","MUE 17"
"fue 26","MUE 11"
"fue 28","MUE 19"
"fue 29","MUE 5"
"fue 30","MUE 14"
"fue 32","MUE 23"
"fue 34","MUE 22"
"fue 38","MUE 29"
"fue 39","MUE 4"
"fue 48","MUE 24"
"fue 49","MUE 33"
"fue 58","MUE 12"
"fue 59","MUE 6"
"fue 60","MUE 27"
"fue 61","MUE 15"
"fue 67","MUE 2"
"fue 68","MUE 36"
"fue 70","MUE 21"
"fue 71","MUE 18"
"fue 74","MUE 34"
"fue 76","MUE 20"
"fue 78","MUE 26"
"fue 80","MUE 30"
"fue 84","MUE 9"
