"fue","MUE"
"fue 5","MUE 23"
"fue 6","MUE 19"
"fue 7","MUE 17"
"fue 13","MUE 15"
"fue 19","MUE 18"
"fue 20","MUE 28"
"fue 22","MUE 20"
"fue 23","MUE 2"
"fue 25","MUE 27"
"fue 28","MUE 21"
"fue 30","MUE 31"
"fue 31","MUE 32"
"fue 32","MUE 3"
"fue 33","MUE 26"
"fue 35","MUE 8"
"fue 39","MUE 30"
"fue 40","MUE 13"
"fue 42","MUE 35"
"fue 43","MUE 24"
"fue 44","MUE 7"
"fue 47","MUE 12"
"fue 48","MUE 25"
"fue 55","MUE 10"
"fue 59","MUE 22"
"fue 61","MUE 5"
"fue 66","MUE 36"
"fue 67","MUE 6"
"fue 69","MUE 33"
"fue 70","MUE 34"
"fue 72","MUE 4"
"fue 73","MUE 16"
"fue 74","MUE 9"
"fue 75","MUE 14"
"fue 77","MUE 29"
"fue 78","MUE 11"
"fue 84","MUE 1"
