"fue","MUE"
"fue 1","MUE 2"
"fue 2","MUE 29"
"fue 7","MUE 22"
"fue 9","MUE 21"
"fue 11","MUE 36"
"fue 12","MUE 17"
"fue 14","MUE 34"
"fue 15","MUE 14"
"fue 16","MUE 31"
"fue 17","MUE 1"
"fue 18","MUE 33"
"fue 19","MUE 35"
"fue 20","MUE 16"
"fue 21","MUE 26"
"fue 22","MUE 9"
"fue 23","MUE 24"
"fue 24","MUE 23"
"fue 25","MUE 28"
"fue 26","MUE 19"
"fue 27","MUE 32"
"fue 28","MUE 3"
"fue 29","MUE 20"
"fue 32","MUE 15"
"fue 35","MUE 13"
"fue 37","MUE 4"
"fue 38","MUE 12"
"fue 40","MUE 5"
"fue 41","MUE 25"
"fue 42","MUE 10"
"fue 44","MUE 11"
"fue 45","MUE 8"
"fue 46","MUE 18"
"fue 47","MUE 27"
"fue 48","MUE 7"
"fue 51","MUE 30"
"fue 52","MUE 6"
