"fue","MUE"
"fue 1","MUE 16"
"fue 2","MUE 5"
"fue 3","MUE 8"
"fue 6","MUE 30"
"fue 7","MUE 19"
"fue 8","MUE 36"
"fue 9","MUE 32"
"fue 10","MUE 29"
"fue 12","MUE 1"
"fue 13","MUE 34"
"fue 14","MUE 15"
"fue 16","MUE 18"
"fue 18","MUE 22"
"fue 19","MUE 3"
"fue 20","MUE 9"
"fue 22","MUE 14"
"fue 23","MUE 31"
"fue 24","MUE 12"
"fue 26","MUE 10"
"fue 27","MUE 28"
"fue 28","MUE 17"
"fue 29","MUE 27"
"fue 30","MUE 20"
"fue 31","MUE 21"
"fue 32","MUE 6"
"fue 33","MUE 26"
"fue 34","MUE 7"
"fue 37","MUE 4"
"fue 38","MUE 25"
"fue 40","MUE 13"
"fue 41","MUE 23"
"fue 42","MUE 11"
"fue 43","MUE 33"
"fue 45","MUE 2"
"fue 46","MUE 35"
"fue 47","MUE 24"
