"fue","MUE"
"fue 4","MUE 9"
"fue 7","MUE 36"
"fue 8","MUE 5"
"fue 9","MUE 28"
"fue 10","MUE 24"
"fue 13","MUE 15"
"fue 14","MUE 33"
"fue 17","MUE 23"
"fue 19","MUE 4"
"fue 20","MUE 16"
"fue 21","MUE 8"
"fue 23","MUE 7"
"fue 24","MUE 3"
"fue 25","MUE 25"
"fue 28","MUE 11"
"fue 29","MUE 30"
"fue 30","MUE 29"
"fue 31","MUE 21"
"fue 34","MUE 17"
"fue 37","MUE 13"
"fue 40","MUE 22"
"fue 41","MUE 1"
"fue 42","MUE 2"
"fue 44","MUE 32"
"fue 45","MUE 18"
"fue 46","MUE 31"
"fue 47","MUE 10"
"fue 51","MUE 6"
"fue 52","MUE 34"
"fue 53","MUE 19"
"fue 54","MUE 20"
"fue 55","MUE 26"
"fue 56","MUE 12"
"fue 57","MUE 35"
"fue 58","MUE 14"
"fue 59","MUE 27"
