"fue","MUE"
"fue 2","MUE 12"
"fue 3","MUE 28"
"fue 5","MUE 25"
"fue 7","MUE 33"
"fue 8","MUE 14"
"fue 9","MUE 7"
"fue 10","MUE 23"
"fue 13","MUE 2"
"fue 14","MUE 1"
"fue 16","MUE 8"
"fue 17","MUE 34"
"fue 21","MUE 9"
"fue 22","MUE 31"
"fue 25","MUE 36"
"fue 29","MUE 32"
"fue 33","MUE 6"
"fue 34","MUE 16"
"fue 35","MUE 24"
"fue 37","MUE 3"
"fue 40","MUE 15"
"fue 41","MUE 29"
"fue 46","MUE 22"
"fue 47","MUE 35"
"fue 49","MUE 11"
"fue 50","MUE 27"
"fue 52","MUE 18"
"fue 53","MUE 10"
"fue 54","MUE 17"
"fue 56","MUE 4"
"fue 58","MUE 5"
"fue 59","MUE 20"
"fue 62","MUE 21"
"fue 64","MUE 13"
"fue 68","MUE 26"
"fue 69","MUE 30"
"fue 70","MUE 19"
