"fue","MUE"
"fue 1","MUE 25"
"fue 4","MUE 23"
"fue 11","MUE 19"
"fue 14","MUE 9"
"fue 17","MUE 1"
"fue 21","MUE 20"
"fue 22","MUE 12"
"fue 23","MUE 2"
"fue 27","MUE 7"
"fue 30","MUE 36"
"fue 31","MUE 29"
"fue 34","MUE 15"
"fue 35","MUE 21"
"fue 36","MUE 24"
"fue 37","MUE 16"
"fue 40","MUE 13"
"fue 42","MUE 26"
"fue 43","MUE 8"
"fue 45","MUE 22"
"fue 48","MUE 32"
"fue 51","MUE 6"
"fue 52","MUE 4"
"fue 54","MUE 34"
"fue 58","MUE 18"
"fue 59","MUE 27"
"fue 61","MUE 14"
"fue 63","MUE 17"
"fue 65","MUE 28"
"fue 67","MUE 33"
"fue 68","MUE 5"
"fue 71","MUE 35"
"fue 74","MUE 10"
"fue 75","MUE 31"
"fue 77","MUE 30"
"fue 81","MUE 3"
"fue 83","MUE 11"
