"fue","MUE"
"fue 1","MUE 25"
"fue 2","MUE 18"
"fue 4","MUE 13"
"fue 5","MUE 35"
"fue 6","MUE 21"
"fue 7","MUE 23"
"fue 10","MUE 31"
"fue 13","MUE 9"
"fue 14","MUE 6"
"fue 15","MUE 11"
"fue 16","MUE 34"
"fue 17","MUE 2"
"fue 21","MUE 4"
"fue 28","MUE 14"
"fue 30","MUE 26"
"fue 33","MUE 24"
"fue 36","MUE 20"
"fue 38","MUE 8"
"fue 40","MUE 27"
"fue 41","MUE 1"
"fue 42","MUE 17"
"fue 43","MUE 29"
"fue 46","MUE 10"
"fue 49","MUE 30"
"fue 51","MUE 12"
"fue 55","MUE 5"
"fue 57","MUE 19"
"fue 60","MUE 7"
"fue 63","MUE 28"
"fue 66","MUE 15"
"fue 68","MUE 33"
"fue 71","MUE 36"
"fue 76","MUE 32"
"fue 81","MUE 16"
"fue 82","MUE 3"
"fue 88","MUE 22"
