"fue","MUE"
"fue 2","MUE 13"
"fue 3","MUE 23"
"fue 4","MUE 7"
"fue 6","MUE 35"
"fue 7","MUE 29"
"fue 8","MUE 34"
"fue 9","MUE 32"
"fue 10","MUE 16"
"fue 14","MUE 3"
"fue 19","MUE 9"
"fue 24","MUE 19"
"fue 28","MUE 27"
"fue 30","MUE 18"
"fue 31","MUE 4"
"fue 33","MUE 15"
"fue 38","MUE 24"
"fue 40","MUE 5"
"fue 43","MUE 6"
"fue 45","MUE 17"
"fue 48","MUE 1"
"fue 50","MUE 22"
"fue 51","MUE 28"
"fue 53","MUE 10"
"fue 55","MUE 14"
"fue 59","MUE 26"
"fue 64","MUE 25"
"fue 66","MUE 2"
"fue 70","MUE 20"
"fue 72","MUE 21"
"fue 74","MUE 33"
"fue 75","MUE 30"
"fue 76","MUE 36"
"fue 78","MUE 8"
"fue 79","MUE 12"
"fue 82","MUE 11"
"fue 84","MUE 31"
