"fue","MUE"
"fue 3","MUE 3"
"fue 7","MUE 32"
"fue 9","MUE 5"
"fue 11","MUE 24"
"fue 15","MUE 9"
"fue 16","MUE 29"
"fue 17","MUE 33"
"fue 19","MUE 31"
"fue 27","MUE 16"
"fue 29","MUE 30"
"fue 30","MUE 27"
"fue 33","MUE 28"
"fue 35","MUE 8"
"fue 37","MUE 21"
"fue 39","MUE 4"
"fue 40","MUE 34"
"fue 42","MUE 35"
"fue 45","MUE 12"
"fue 47","MUE 15"
"fue 48","MUE 1"
"fue 53","MUE 18"
"fue 55","MUE 2"
"fue 57","MUE 7"
"fue 58","MUE 23"
"fue 62","MUE 22"
"fue 64","MUE 25"
"fue 70","MUE 13"
"fue 71","MUE 10"
"fue 72","MUE 36"
"fue 74","MUE 20"
"fue 80","MUE 19"
"fue 81","MUE 17"
"fue 84","MUE 6"
"fue 85","MUE 14"
"fue 86","MUE 11"
"fue 87","MUE 26"
