"fue","MUE"
"fue 4","MUE 28"
"fue 6","MUE 5"
"fue 7","MUE 12"
"fue 10","MUE 27"
"fue 13","MUE 10"
"fue 15","MUE 32"
"fue 16","MUE 9"
"fue 17","MUE 23"
"fue 20","MUE 26"
"fue 22","MUE 18"
"fue 26","MUE 4"
"fue 28","MUE 35"
"fue 31","MUE 36"
"fue 32","MUE 16"
"fue 33","MUE 25"
"fue 34","MUE 24"
"fue 35","MUE 3"
"fue 36","MUE 31"
"fue 37","MUE 11"
"fue 38","MUE 13"
"fue 39","MUE 2"
"fue 41","MUE 34"
"fue 42","MUE 14"
"fue 43","MUE 20"
"fue 45","MUE 15"
"fue 46","MUE 19"
"fue 47","MUE 8"
"fue 48","MUE 29"
"fue 49","MUE 6"
"fue 52","MUE 33"
"fue 53","MUE 21"
"fue 54","MUE 17"
"fue 55","MUE 22"
"fue 56","MUE 30"
"fue 58","MUE 7"
"fue 60","MUE 1"
