"fue","MUE"
"fue 1","MUE 11"
"fue 2","MUE 36"
"fue 3","MUE 3"
"fue 5","MUE 16"
"fue 7","MUE 4"
"fue 8","MUE 15"
"fue 9","MUE 18"
"fue 10","MUE 28"
"fue 11","MUE 19"
"fue 12","MUE 30"
"fue 14","MUE 26"
"fue 16","MUE 1"
"fue 18","MUE 5"
"fue 19","MUE 24"
"fue 20","MUE 34"
"fue 22","MUE 10"
"fue 23","MUE 20"
"fue 24","MUE 22"
"fue 25","MUE 12"
"fue 27","MUE 21"
"fue 28","MUE 17"
"fue 29","MUE 7"
"fue 30","MUE 9"
"fue 31","MUE 14"
"fue 32","MUE 6"
"fue 33","MUE 31"
"fue 34","MUE 25"
"fue 36","MUE 13"
"fue 38","MUE 23"
"fue 40","MUE 35"
"fue 43","MUE 8"
"fue 44","MUE 2"
"fue 45","MUE 32"
"fue 46","MUE 29"
"fue 47","MUE 33"
"fue 48","MUE 27"
