"fue","MUE"
"fue 2","MUE 24"
"fue 4","MUE 22"
"fue 5","MUE 31"
"fue 6","MUE 29"
"fue 11","MUE 9"
"fue 13","MUE 14"
"fue 14","MUE 23"
"fue 15","MUE 19"
"fue 16","MUE 30"
"fue 17","MUE 12"
"fue 20","MUE 27"
"fue 21","MUE 4"
"fue 22","MUE 3"
"fue 27","MUE 13"
"fue 28","MUE 34"
"fue 29","MUE 32"
"fue 30","MUE 35"
"fue 34","MUE 17"
"fue 37","MUE 8"
"fue 39","MUE 10"
"fue 41","MUE 15"
"fue 42","MUE 25"
"fue 47","MUE 21"
"fue 48","MUE 36"
"fue 51","MUE 7"
"fue 52","MUE 5"
"fue 54","MUE 1"
"fue 56","MUE 11"
"fue 57","MUE 20"
"fue 58","MUE 18"
"fue 63","MUE 33"
"fue 66","MUE 28"
"fue 68","MUE 2"
"fue 69","MUE 16"
"fue 70","MUE 6"
"fue 72","MUE 26"
