"fue","MUE"
"fue 1","MUE 26"
"fue 3","MUE 29"
"fue 5","MUE 6"
"fue 8","MUE 10"
"fue 9","MUE 18"
"fue 10","MUE 16"
"fue 11","MUE 13"
"fue 15","MUE 5"
"fue 16","MUE 4"
"fue 20","MUE 28"
"fue 22","MUE 30"
"fue 23","MUE 19"
"fue 25","MUE 21"
"fue 26","MUE 32"
"fue 27","MUE 14"
"fue 30","MUE 25"
"fue 33","MUE 17"
"fue 35","MUE 33"
"fue 37","MUE 22"
"fue 40","MUE 20"
"fue 47","MUE 3"
"fue 50","MUE 35"
"fue 51","MUE 23"
"fue 52","MUE 8"
"fue 54","MUE 9"
"fue 55","MUE 2"
"fue 57","MUE 27"
"fue 58","MUE 15"
"fue 59","MUE 11"
"fue 63","MUE 24"
"fue 64","MUE 1"
"fue 66","MUE 12"
"fue 67","MUE 31"
"fue 68","MUE 34"
"fue 69","MUE 7"
"fue 73","MUE 36"
