"fue","MUE"
"fue 1","MUE 19"
"fue 2","MUE 1"
"fue 4","MUE 18"
"fue 5","MUE 17"
"fue 6","MUE 26"
"fue 10","MUE 9"
"fue 11","MUE 16"
"fue 13","MUE 7"
"fue 14","MUE 6"
"fue 15","MUE 3"
"fue 16","MUE 23"
"fue 17","MUE 24"
"fue 18","MUE 10"
"fue 19","MUE 11"
"fue 20","MUE 20"
"fue 21","MUE 5"
"fue 23","MUE 15"
"fue 24","MUE 36"
"fue 26","MUE 32"
"fue 27","MUE 25"
"fue 30","MUE 21"
"fue 31","MUE 35"
"fue 32","MUE 31"
"fue 33","MUE 22"
"fue 35","MUE 8"
"fue 37","MUE 28"
"fue 38","MUE 33"
"fue 39","MUE 27"
"fue 40","MUE 14"
"fue 41","MUE 13"
"fue 42","MUE 34"
"fue 43","MUE 2"
"fue 44","MUE 29"
"fue 45","MUE 12"
"fue 47","MUE 4"
"fue 48","MUE 30"
