"fue","MUE"
"fue 2","MUE 14"
"fue 7","MUE 13"
"fue 10","MUE 34"
"fue 12","MUE 21"
"fue 14","MUE 1"
"fue 15","MUE 8"
"fue 17","MUE 9"
"fue 18","MUE 35"
"fue 20","MUE 2"
"fue 21","MUE 4"
"fue 23","MUE 26"
"fue 24","MUE 20"
"fue 25","MUE 10"
"fue 26","MUE 16"
"fue 29","MUE 6"
"fue 31","MUE 24"
"fue 35","MUE 15"
"fue 36","MUE 31"
"fue 37","MUE 12"
"fue 44","MUE 7"
"fue 45","MUE 23"
"fue 48","MUE 30"
"fue 50","MUE 5"
"fue 52","MUE 11"
"fue 53","MUE 28"
"fue 54","MUE 17"
"fue 55","MUE 3"
"fue 56","MUE 36"
"fue 58","MUE 27"
"fue 61","MUE 29"
"fue 63","MUE 32"
"fue 68","MUE 22"
"fue 70","MUE 33"
"fue 73","MUE 18"
"fue 75","MUE 19"
"fue 77","MUE 25"
