"fue","MUE"
"fue 1","MUE 28"
"fue 2","MUE 23"
"fue 3","MUE 7"
"fue 4","MUE 36"
"fue 6","MUE 16"
"fue 8","MUE 14"
"fue 11","MUE 10"
"fue 14","MUE 5"
"fue 15","MUE 24"
"fue 16","MUE 34"
"fue 17","MUE 26"
"fue 18","MUE 1"
"fue 19","MUE 30"
"fue 20","MUE 35"
"fue 21","MUE 32"
"fue 22","MUE 6"
"fue 23","MUE 13"
"fue 25","MUE 19"
"fue 26","MUE 21"
"fue 27","MUE 20"
"fue 28","MUE 12"
"fue 29","MUE 8"
"fue 31","MUE 22"
"fue 32","MUE 33"
"fue 33","MUE 18"
"fue 36","MUE 17"
"fue 37","MUE 11"
"fue 38","MUE 9"
"fue 39","MUE 3"
"fue 40","MUE 15"
"fue 42","MUE 25"
"fue 43","MUE 2"
"fue 44","MUE 31"
"fue 45","MUE 4"
"fue 46","MUE 27"
"fue 47","MUE 29"
