"fue","MUE"
"fue 3","MUE 5"
"fue 5","MUE 20"
"fue 8","MUE 13"
"fue 15","MUE 2"
"fue 16","MUE 26"
"fue 17","MUE 3"
"fue 18","MUE 6"
"fue 21","MUE 27"
"fue 27","MUE 8"
"fue 28","MUE 1"
"fue 29","MUE 4"
"fue 30","MUE 33"
"fue 31","MUE 30"
"fue 32","MUE 16"
"fue 37","MUE 17"
"fue 38","MUE 35"
"fue 40","MUE 9"
"fue 42","MUE 11"
"fue 44","MUE 36"
"fue 45","MUE 12"
"fue 46","MUE 32"
"fue 47","MUE 21"
"fue 51","MUE 28"
"fue 52","MUE 22"
"fue 54","MUE 25"
"fue 59","MUE 10"
"fue 61","MUE 23"
"fue 64","MUE 7"
"fue 71","MUE 34"
"fue 73","MUE 29"
"fue 75","MUE 24"
"fue 77","MUE 19"
"fue 79","MUE 18"
"fue 80","MUE 14"
"fue 82","MUE 15"
"fue 84","MUE 31"
