"fue","MUE"
"fue 4","MUE 34"
"fue 6","MUE 7"
"fue 8","MUE 27"
"fue 9","MUE 21"
"fue 10","MUE 19"
"fue 12","MUE 1"
"fue 15","MUE 16"
"fue 17","MUE 25"
"fue 18","MUE 24"
"fue 20","MUE 30"
"fue 21","MUE 6"
"fue 22","MUE 28"
"fue 23","MUE 29"
"fue 24","MUE 22"
"fue 25","MUE 2"
"fue 27","MUE 5"
"fue 28","MUE 33"
"fue 29","MUE 31"
"fue 31","MUE 23"
"fue 32","MUE 12"
"fue 34","MUE 20"
"fue 35","MUE 10"
"fue 36","MUE 17"
"fue 38","MUE 35"
"fue 39","MUE 11"
"fue 40","MUE 18"
"fue 42","MUE 36"
"fue 43","MUE 3"
"fue 44","MUE 14"
"fue 47","MUE 26"
"fue 48","MUE 32"
"fue 50","MUE 15"
"fue 51","MUE 13"
"fue 52","MUE 4"
"fue 53","MUE 8"
"fue 54","MUE 9"
