"fue","MUE"
"fue 1","MUE 20"
"fue 2","MUE 17"
"fue 4","MUE 28"
"fue 5","MUE 4"
"fue 7","MUE 12"
"fue 8","MUE 5"
"fue 10","MUE 11"
"fue 12","MUE 30"
"fue 13","MUE 7"
"fue 14","MUE 21"
"fue 18","MUE 14"
"fue 20","MUE 10"
"fue 21","MUE 1"
"fue 22","MUE 32"
"fue 24","MUE 2"
"fue 25","MUE 26"
"fue 26","MUE 33"
"fue 27","MUE 31"
"fue 29","MUE 29"
"fue 30","MUE 36"
"fue 33","MUE 25"
"fue 34","MUE 35"
"fue 35","MUE 24"
"fue 38","MUE 16"
"fue 39","MUE 19"
"fue 40","MUE 23"
"fue 41","MUE 34"
"fue 43","MUE 13"
"fue 44","MUE 8"
"fue 45","MUE 6"
"fue 47","MUE 22"
"fue 49","MUE 18"
"fue 51","MUE 15"
"fue 52","MUE 3"
"fue 53","MUE 9"
"fue 54","MUE 27"
