"fue","MUE"
"fue 1","MUE 29"
"fue 2","MUE 4"
"fue 5","MUE 22"
"fue 8","MUE 6"
"fue 11","MUE 32"
"fue 13","MUE 35"
"fue 14","MUE 30"
"fue 15","MUE 11"
"fue 16","MUE 17"
"fue 18","MUE 26"
"fue 19","MUE 13"
"fue 21","MUE 14"
"fue 22","MUE 2"
"fue 23","MUE 12"
"fue 27","MUE 9"
"fue 34","MUE 27"
"fue 35","MUE 23"
"fue 36","MUE 7"
"fue 37","MUE 18"
"fue 38","MUE 24"
"fue 39","MUE 34"
"fue 40","MUE 16"
"fue 42","MUE 21"
"fue 43","MUE 8"
"fue 46","MUE 10"
"fue 48","MUE 1"
"fue 51","MUE 25"
"fue 52","MUE 5"
"fue 53","MUE 3"
"fue 55","MUE 20"
"fue 56","MUE 31"
"fue 57","MUE 15"
"fue 58","MUE 33"
"fue 61","MUE 36"
"fue 64","MUE 19"
"fue 65","MUE 28"
