"fue","MUE"
"fue 3","MUE 2"
"fue 4","MUE 25"
"fue 7","MUE 19"
"fue 8","MUE 14"
"fue 9","MUE 8"
"fue 10","MUE 31"
"fue 12","MUE 4"
"fue 14","MUE 33"
"fue 23","MUE 18"
"fue 26","MUE 10"
"fue 27","MUE 7"
"fue 28","MUE 17"
"fue 30","MUE 9"
"fue 32","MUE 35"
"fue 37","MUE 22"
"fue 40","MUE 16"
"fue 41","MUE 13"
"fue 42","MUE 27"
"fue 46","MUE 1"
"fue 49","MUE 34"
"fue 50","MUE 12"
"fue 51","MUE 36"
"fue 52","MUE 28"
"fue 54","MUE 20"
"fue 56","MUE 29"
"fue 61","MUE 11"
"fue 63","MUE 26"
"fue 64","MUE 3"
"fue 67","MUE 15"
"fue 68","MUE 32"
"fue 71","MUE 5"
"fue 73","MUE 21"
"fue 74","MUE 6"
"fue 76","MUE 24"
"fue 78","MUE 30"
"fue 82","MUE 23"
