"fue","MUE"
"fue 2","MUE 26"
"fue 3","MUE 29"
"fue 4","MUE 25"
"fue 5","MUE 10"
"fue 6","MUE 15"
"fue 8","MUE 17"
"fue 11","MUE 3"
"fue 12","MUE 9"
"fue 14","MUE 28"
"fue 15","MUE 2"
"fue 16","MUE 22"
"fue 17","MUE 5"
"fue 19","MUE 7"
"fue 20","MUE 35"
"fue 22","MUE 8"
"fue 24","MUE 13"
"fue 25","MUE 6"
"fue 26","MUE 27"
"fue 27","MUE 20"
"fue 28","MUE 21"
"fue 29","MUE 1"
"fue 30","MUE 32"
"fue 33","MUE 34"
"fue 35","MUE 4"
"fue 36","MUE 36"
"fue 37","MUE 31"
"fue 38","MUE 23"
"fue 39","MUE 12"
"fue 40","MUE 16"
"fue 42","MUE 19"
"fue 47","MUE 24"
"fue 48","MUE 14"
"fue 53","MUE 30"
"fue 56","MUE 33"
"fue 58","MUE 18"
"fue 59","MUE 11"
