"fue","MUE"
"fue 3","MUE 24"
"fue 4","MUE 9"
"fue 6","MUE 15"
"fue 8","MUE 4"
"fue 11","MUE 25"
"fue 12","MUE 17"
"fue 13","MUE 28"
"fue 14","MUE 23"
"fue 17","MUE 26"
"fue 19","MUE 1"
"fue 20","MUE 16"
"fue 21","MUE 8"
"fue 23","MUE 11"
"fue 24","MUE 3"
"fue 28","MUE 5"
"fue 29","MUE 13"
"fue 30","MUE 30"
"fue 31","MUE 21"
"fue 33","MUE 29"
"fue 34","MUE 22"
"fue 37","MUE 10"
"fue 40","MUE 7"
"fue 41","MUE 2"
"fue 42","MUE 6"
"fue 43","MUE 31"
"fue 45","MUE 36"
"fue 46","MUE 18"
"fue 47","MUE 20"
"fue 49","MUE 33"
"fue 50","MUE 32"
"fue 51","MUE 12"
"fue 53","MUE 34"
"fue 54","MUE 19"
"fue 56","MUE 27"
"fue 58","MUE 14"
"fue 60","MUE 35"
