"fue","MUE"
"fue 4","MUE 36"
"fue 5","MUE 35"
"fue 9","MUE 27"
"fue 11","MUE 21"
"fue 15","MUE 19"
"fue 16","MUE 25"
"fue 20","MUE 11"
"fue 21","MUE 10"
"fue 24","MUE 9"
"fue 27","MUE 7"
"fue 32","MUE 28"
"fue 33","MUE 3"
"fue 36","MUE 31"
"fue 39","MUE 14"
"fue 45","MUE 16"
"fue 46","MUE 2"
"fue 48","MUE 20"
"fue 49","MUE 34"
"fue 50","MUE 29"
"fue 51","MUE 32"
"fue 52","MUE 33"
"fue 53","MUE 18"
"fue 56","MUE 23"
"fue 57","MUE 4"
"fue 58","MUE 8"
"fue 59","MUE 15"
"fue 60","MUE 5"
"fue 62","MUE 17"
"fue 63","MUE 30"
"fue 64","MUE 12"
"fue 68","MUE 22"
"fue 69","MUE 24"
"fue 73","MUE 13"
"fue 74","MUE 6"
"fue 77","MUE 26"
"fue 80","MUE 1"
