"fue","MUE"
"fue 1","MUE 29"
"fue 2","MUE 16"
"fue 5","MUE 13"
"fue 7","MUE 4"
"fue 8","MUE 8"
"fue 9","MUE 33"
"fue 12","MUE 17"
"fue 14","MUE 36"
"fue 16","MUE 26"
"fue 19","MUE 25"
"fue 20","MUE 30"
"fue 21","MUE 6"
"fue 22","MUE 3"
"fue 24","MUE 2"
"fue 29","MUE 5"
"fue 31","MUE 18"
"fue 32","MUE 19"
"fue 33","MUE 24"
"fue 34","MUE 11"
"fue 37","MUE 14"
"fue 38","MUE 10"
"fue 39","MUE 9"
"fue 40","MUE 12"
"fue 42","MUE 34"
"fue 44","MUE 7"
"fue 46","MUE 27"
"fue 47","MUE 22"
"fue 48","MUE 32"
"fue 49","MUE 23"
"fue 51","MUE 21"
"fue 53","MUE 31"
"fue 54","MUE 35"
"fue 55","MUE 20"
"fue 57","MUE 15"
"fue 58","MUE 28"
"fue 59","MUE 1"
