"fue","MUE"
"fue 3","MUE 13"
"fue 7","MUE 9"
"fue 8","MUE 34"
"fue 9","MUE 18"
"fue 11","MUE 3"
"fue 12","MUE 5"
"fue 15","MUE 15"
"fue 17","MUE 28"
"fue 18","MUE 17"
"fue 20","MUE 21"
"fue 22","MUE 2"
"fue 23","MUE 11"
"fue 24","MUE 36"
"fue 25","MUE 8"
"fue 26","MUE 7"
"fue 27","MUE 29"
"fue 28","MUE 22"
"fue 30","MUE 12"
"fue 31","MUE 6"
"fue 32","MUE 32"
"fue 33","MUE 24"
"fue 34","MUE 35"
"fue 38","MUE 23"
"fue 40","MUE 30"
"fue 42","MUE 16"
"fue 43","MUE 4"
"fue 45","MUE 10"
"fue 48","MUE 33"
"fue 49","MUE 19"
"fue 51","MUE 20"
"fue 53","MUE 14"
"fue 54","MUE 27"
"fue 55","MUE 31"
"fue 56","MUE 1"
"fue 58","MUE 25"
"fue 59","MUE 26"
