"fue","MUE"
"fue 2","MUE 10"
"fue 4","MUE 11"
"fue 5","MUE 6"
"fue 6","MUE 14"
"fue 12","MUE 16"
"fue 13","MUE 21"
"fue 15","MUE 35"
"fue 16","MUE 13"
"fue 17","MUE 25"
"fue 18","MUE 12"
"fue 20","MUE 8"
"fue 23","MUE 17"
"fue 29","MUE 2"
"fue 30","MUE 18"
"fue 32","MUE 5"
"fue 33","MUE 3"
"fue 34","MUE 22"
"fue 35","MUE 15"
"fue 36","MUE 20"
"fue 44","MUE 1"
"fue 46","MUE 32"
"fue 48","MUE 19"
"fue 49","MUE 30"
"fue 50","MUE 4"
"fue 51","MUE 23"
"fue 53","MUE 27"
"fue 54","MUE 34"
"fue 56","MUE 36"
"fue 57","MUE 24"
"fue 63","MUE 26"
"fue 67","MUE 9"
"fue 68","MUE 33"
"fue 71","MUE 7"
"fue 73","MUE 31"
"fue 75","MUE 28"
"fue 76","MUE 29"
