"fue","MUE"
"fue 2","MUE 23"
"fue 3","MUE 34"
"fue 4","MUE 27"
"fue 6","MUE 14"
"fue 7","MUE 15"
"fue 8","MUE 10"
"fue 10","MUE 36"
"fue 11","MUE 33"
"fue 12","MUE 25"
"fue 13","MUE 6"
"fue 14","MUE 28"
"fue 15","MUE 12"
"fue 17","MUE 30"
"fue 18","MUE 17"
"fue 19","MUE 20"
"fue 20","MUE 29"
"fue 22","MUE 8"
"fue 25","MUE 26"
"fue 26","MUE 9"
"fue 27","MUE 31"
"fue 28","MUE 32"
"fue 29","MUE 18"
"fue 31","MUE 24"
"fue 32","MUE 13"
"fue 34","MUE 3"
"fue 35","MUE 1"
"fue 36","MUE 19"
"fue 37","MUE 16"
"fue 38","MUE 35"
"fue 41","MUE 5"
"fue 42","MUE 11"
"fue 43","MUE 2"
"fue 45","MUE 7"
"fue 46","MUE 4"
"fue 47","MUE 21"
"fue 48","MUE 22"
