"fue","MUE"
"fue 2","MUE 1"
"fue 3","MUE 18"
"fue 4","MUE 6"
"fue 5","MUE 34"
"fue 6","MUE 16"
"fue 8","MUE 5"
"fue 9","MUE 27"
"fue 10","MUE 31"
"fue 11","MUE 17"
"fue 12","MUE 15"
"fue 19","MUE 14"
"fue 22","MUE 9"
"fue 23","MUE 3"
"fue 25","MUE 24"
"fue 26","MUE 11"
"fue 27","MUE 25"
"fue 33","MUE 12"
"fue 35","MUE 2"
"fue 36","MUE 8"
"fue 37","MUE 32"
"fue 40","MUE 26"
"fue 44","MUE 23"
"fue 47","MUE 13"
"fue 48","MUE 33"
"fue 50","MUE 4"
"fue 51","MUE 7"
"fue 52","MUE 29"
"fue 53","MUE 30"
"fue 54","MUE 20"
"fue 56","MUE 28"
"fue 57","MUE 22"
"fue 60","MUE 35"
"fue 63","MUE 10"
"fue 66","MUE 21"
"fue 68","MUE 19"
"fue 72","MUE 36"
