"fue","MUE"
"fue 1","MUE 8"
"fue 2","MUE 28"
"fue 3","MUE 11"
"fue 4","MUE 29"
"fue 8","MUE 30"
"fue 9","MUE 3"
"fue 10","MUE 21"
"fue 11","MUE 6"
"fue 15","MUE 20"
"fue 16","MUE 34"
"fue 19","MUE 10"
"fue 20","MUE 7"
"fue 21","MUE 31"
"fue 22","MUE 36"
"fue 26","MUE 26"
"fue 29","MUE 14"
"fue 33","MUE 19"
"fue 40","MUE 22"
"fue 41","MUE 27"
"fue 43","MUE 25"
"fue 44","MUE 4"
"fue 45","MUE 13"
"fue 46","MUE 15"
"fue 48","MUE 5"
"fue 50","MUE 23"
"fue 53","MUE 1"
"fue 54","MUE 35"
"fue 55","MUE 17"
"fue 56","MUE 18"
"fue 58","MUE 16"
"fue 59","MUE 32"
"fue 60","MUE 24"
"fue 62","MUE 12"
"fue 63","MUE 2"
"fue 64","MUE 33"
"fue 66","MUE 9"
