"fue","MUE"
"fue 2","MUE 27"
"fue 7","MUE 20"
"fue 10","MUE 14"
"fue 12","MUE 10"
"fue 13","MUE 35"
"fue 15","MUE 5"
"fue 20","MUE 36"
"fue 24","MUE 19"
"fue 25","MUE 1"
"fue 26","MUE 34"
"fue 27","MUE 8"
"fue 28","MUE 31"
"fue 29","MUE 32"
"fue 30","MUE 13"
"fue 32","MUE 33"
"fue 34","MUE 30"
"fue 37","MUE 28"
"fue 39","MUE 29"
"fue 40","MUE 11"
"fue 45","MUE 17"
"fue 49","MUE 2"
"fue 51","MUE 16"
"fue 52","MUE 6"
"fue 53","MUE 18"
"fue 56","MUE 3"
"fue 57","MUE 12"
"fue 62","MUE 15"
"fue 63","MUE 23"
"fue 65","MUE 4"
"fue 74","MUE 24"
"fue 75","MUE 7"
"fue 80","MUE 25"
"fue 83","MUE 22"
"fue 86","MUE 26"
"fue 87","MUE 21"
"fue 90","MUE 9"
