"fue","MUE"
"fue 1","MUE 15"
"fue 3","MUE 4"
"fue 4","MUE 18"
"fue 5","MUE 14"
"fue 6","MUE 17"
"fue 7","MUE 28"
"fue 9","MUE 30"
"fue 10","MUE 10"
"fue 12","MUE 3"
"fue 13","MUE 24"
"fue 14","MUE 1"
"fue 17","MUE 27"
"fue 20","MUE 21"
"fue 21","MUE 25"
"fue 22","MUE 7"
"fue 23","MUE 12"
"fue 24","MUE 19"
"fue 25","MUE 9"
"fue 27","MUE 5"
"fue 28","MUE 2"
"fue 30","MUE 8"
"fue 31","MUE 36"
"fue 32","MUE 23"
"fue 33","MUE 35"
"fue 34","MUE 20"
"fue 35","MUE 34"
"fue 37","MUE 26"
"fue 38","MUE 6"
"fue 41","MUE 33"
"fue 45","MUE 11"
"fue 49","MUE 13"
"fue 50","MUE 16"
"fue 51","MUE 29"
"fue 52","MUE 32"
"fue 53","MUE 31"
"fue 54","MUE 22"
