"fue","MUE"
"fue 6","MUE 16"
"fue 7","MUE 33"
"fue 8","MUE 31"
"fue 10","MUE 15"
"fue 12","MUE 11"
"fue 13","MUE 3"
"fue 14","MUE 21"
"fue 26","MUE 6"
"fue 32","MUE 9"
"fue 34","MUE 32"
"fue 37","MUE 30"
"fue 39","MUE 14"
"fue 42","MUE 7"
"fue 43","MUE 8"
"fue 45","MUE 24"
"fue 46","MUE 18"
"fue 47","MUE 10"
"fue 50","MUE 2"
"fue 54","MUE 36"
"fue 58","MUE 35"
"fue 60","MUE 5"
"fue 61","MUE 34"
"fue 62","MUE 27"
"fue 65","MUE 25"
"fue 66","MUE 19"
"fue 67","MUE 1"
"fue 69","MUE 29"
"fue 71","MUE 22"
"fue 74","MUE 23"
"fue 77","MUE 13"
"fue 78","MUE 28"
"fue 80","MUE 4"
"fue 81","MUE 12"
"fue 84","MUE 17"
"fue 85","MUE 26"
"fue 86","MUE 20"
