"fue","MUE"
"fue 1","MUE 23"
"fue 4","MUE 7"
"fue 6","MUE 20"
"fue 10","MUE 11"
"fue 13","MUE 19"
"fue 15","MUE 5"
"fue 17","MUE 8"
"fue 20","MUE 34"
"fue 21","MUE 25"
"fue 23","MUE 9"
"fue 25","MUE 36"
"fue 26","MUE 35"
"fue 29","MUE 31"
"fue 30","MUE 15"
"fue 38","MUE 2"
"fue 41","MUE 14"
"fue 42","MUE 3"
"fue 43","MUE 13"
"fue 44","MUE 6"
"fue 47","MUE 30"
"fue 48","MUE 10"
"fue 51","MUE 16"
"fue 52","MUE 17"
"fue 54","MUE 12"
"fue 65","MUE 27"
"fue 70","MUE 1"
"fue 72","MUE 21"
"fue 73","MUE 32"
"fue 74","MUE 26"
"fue 75","MUE 24"
"fue 76","MUE 33"
"fue 77","MUE 29"
"fue 78","MUE 28"
"fue 79","MUE 22"
"fue 81","MUE 4"
"fue 84","MUE 18"
