"fue","MUE"
"fue 3","MUE 36"
"fue 4","MUE 28"
"fue 9","MUE 11"
"fue 10","MUE 10"
"fue 13","MUE 5"
"fue 16","MUE 32"
"fue 17","MUE 8"
"fue 21","MUE 7"
"fue 23","MUE 19"
"fue 24","MUE 14"
"fue 27","MUE 22"
"fue 28","MUE 26"
"fue 29","MUE 33"
"fue 30","MUE 12"
"fue 33","MUE 27"
"fue 35","MUE 31"
"fue 37","MUE 20"
"fue 39","MUE 3"
"fue 44","MUE 35"
"fue 45","MUE 34"
"fue 50","MUE 16"
"fue 51","MUE 4"
"fue 54","MUE 17"
"fue 56","MUE 24"
"fue 62","MUE 1"
"fue 63","MUE 2"
"fue 65","MUE 29"
"fue 66","MUE 25"
"fue 67","MUE 23"
"fue 71","MUE 30"
"fue 79","MUE 13"
"fue 80","MUE 9"
"fue 82","MUE 15"
"fue 84","MUE 6"
"fue 86","MUE 21"
"fue 90","MUE 18"
