"fue","MUE"
"fue 1","MUE 27"
"fue 4","MUE 4"
"fue 5","MUE 20"
"fue 6","MUE 7"
"fue 7","MUE 32"
"fue 8","MUE 10"
"fue 10","MUE 11"
"fue 11","MUE 28"
"fue 12","MUE 15"
"fue 14","MUE 9"
"fue 15","MUE 22"
"fue 18","MUE 19"
"fue 19","MUE 34"
"fue 23","MUE 2"
"fue 28","MUE 23"
"fue 29","MUE 16"
"fue 31","MUE 17"
"fue 32","MUE 29"
"fue 36","MUE 14"
"fue 42","MUE 33"
"fue 43","MUE 12"
"fue 46","MUE 36"
"fue 47","MUE 8"
"fue 48","MUE 21"
"fue 52","MUE 26"
"fue 53","MUE 5"
"fue 55","MUE 30"
"fue 57","MUE 25"
"fue 60","MUE 13"
"fue 61","MUE 3"
"fue 63","MUE 1"
"fue 64","MUE 24"
"fue 66","MUE 6"
"fue 68","MUE 35"
"fue 70","MUE 18"
"fue 72","MUE 31"
