"fue","MUE"
"fue 1","MUE 36"
"fue 2","MUE 24"
"fue 3","MUE 33"
"fue 4","MUE 34"
"fue 5","MUE 35"
"fue 6","MUE 12"
"fue 7","MUE 7"
"fue 8","MUE 9"
"fue 9","MUE 25"
"fue 10","MUE 2"
"fue 11","MUE 15"
"fue 12","MUE 23"
"fue 13","MUE 21"
"fue 14","MUE 5"
"fue 15","MUE 11"
"fue 17","MUE 1"
"fue 18","MUE 20"
"fue 19","MUE 14"
"fue 20","MUE 8"
"fue 21","MUE 18"
"fue 22","MUE 4"
"fue 24","MUE 26"
"fue 25","MUE 22"
"fue 27","MUE 6"
"fue 29","MUE 31"
"fue 31","MUE 29"
"fue 34","MUE 10"
"fue 35","MUE 27"
"fue 39","MUE 3"
"fue 40","MUE 16"
"fue 42","MUE 30"
"fue 43","MUE 19"
"fue 44","MUE 32"
"fue 46","MUE 17"
"fue 47","MUE 13"
"fue 48","MUE 28"
