"fue","MUE"
"fue 1","MUE 20"
"fue 3","MUE 35"
"fue 4","MUE 24"
"fue 6","MUE 10"
"fue 9","MUE 3"
"fue 10","MUE 16"
"fue 13","MUE 14"
"fue 22","MUE 12"
"fue 24","MUE 1"
"fue 26","MUE 29"
"fue 27","MUE 36"
"fue 32","MUE 15"
"fue 37","MUE 23"
"fue 39","MUE 27"
"fue 40","MUE 4"
"fue 42","MUE 34"
"fue 44","MUE 6"
"fue 45","MUE 21"
"fue 46","MUE 18"
"fue 48","MUE 9"
"fue 49","MUE 2"
"fue 52","MUE 7"
"fue 58","MUE 8"
"fue 61","MUE 26"
"fue 63","MUE 22"
"fue 67","MUE 17"
"fue 69","MUE 33"
"fue 73","MUE 5"
"fue 74","MUE 13"
"fue 76","MUE 31"
"fue 77","MUE 19"
"fue 78","MUE 25"
"fue 80","MUE 28"
"fue 81","MUE 11"
"fue 87","MUE 32"
"fue 88","MUE 30"
