"fue","MUE"
"fue 1","MUE 23"
"fue 2","MUE 5"
"fue 3","MUE 15"
"fue 7","MUE 31"
"fue 10","MUE 21"
"fue 14","MUE 25"
"fue 16","MUE 6"
"fue 18","MUE 33"
"fue 19","MUE 14"
"fue 22","MUE 10"
"fue 24","MUE 9"
"fue 30","MUE 17"
"fue 33","MUE 8"
"fue 34","MUE 27"
"fue 35","MUE 12"
"fue 38","MUE 29"
"fue 39","MUE 7"
"fue 40","MUE 20"
"fue 41","MUE 22"
"fue 45","MUE 18"
"fue 48","MUE 34"
"fue 50","MUE 30"
"fue 56","MUE 3"
"fue 57","MUE 11"
"fue 59","MUE 19"
"fue 61","MUE 24"
"fue 62","MUE 16"
"fue 64","MUE 28"
"fue 65","MUE 2"
"fue 67","MUE 36"
"fue 71","MUE 26"
"fue 73","MUE 1"
"fue 77","MUE 35"
"fue 79","MUE 4"
"fue 80","MUE 32"
"fue 82","MUE 13"
