"fue","MUE"
"fue 1","MUE 12"
"fue 3","MUE 1"
"fue 5","MUE 9"
"fue 11","MUE 3"
"fue 12","MUE 18"
"fue 13","MUE 11"
"fue 14","MUE 25"
"fue 15","MUE 17"
"fue 20","MUE 2"
"fue 22","MUE 34"
"fue 25","MUE 24"
"fue 26","MUE 29"
"fue 29","MUE 15"
"fue 39","MUE 23"
"fue 40","MUE 6"
"fue 48","MUE 31"
"fue 51","MUE 33"
"fue 52","MUE 20"
"fue 53","MUE 27"
"fue 55","MUE 10"
"fue 57","MUE 16"
"fue 59","MUE 36"
"fue 60","MUE 4"
"fue 64","MUE 7"
"fue 67","MUE 30"
"fue 71","MUE 35"
"fue 72","MUE 28"
"fue 74","MUE 32"
"fue 75","MUE 21"
"fue 76","MUE 26"
"fue 81","MUE 8"
"fue 82","MUE 5"
"fue 85","MUE 14"
"fue 86","MUE 19"
"fue 87","MUE 22"
"fue 89","MUE 13"
