"fue","MUE"
"fue 1","MUE 1"
"fue 2","MUE 17"
"fue 3","MUE 31"
"fue 6","MUE 36"
"fue 8","MUE 24"
"fue 9","MUE 34"
"fue 11","MUE 29"
"fue 12","MUE 25"
"fue 15","MUE 33"
"fue 19","MUE 12"
"fue 20","MUE 2"
"fue 21","MUE 28"
"fue 22","MUE 13"
"fue 23","MUE 4"
"fue 24","MUE 20"
"fue 25","MUE 16"
"fue 36","MUE 18"
"fue 37","MUE 21"
"fue 39","MUE 23"
"fue 41","MUE 19"
"fue 44","MUE 35"
"fue 46","MUE 7"
"fue 48","MUE 26"
"fue 51","MUE 11"
"fue 52","MUE 30"
"fue 54","MUE 10"
"fue 55","MUE 27"
"fue 63","MUE 32"
"fue 66","MUE 8"
"fue 67","MUE 3"
"fue 74","MUE 22"
"fue 78","MUE 14"
"fue 81","MUE 6"
"fue 82","MUE 9"
"fue 83","MUE 5"
"fue 84","MUE 15"
