"fue","MUE"
"fue 5","MUE 20"
"fue 6","MUE 25"
"fue 7","MUE 1"
"fue 8","MUE 9"
"fue 9","MUE 8"
"fue 10","MUE 3"
"fue 14","MUE 7"
"fue 15","MUE 17"
"fue 16","MUE 11"
"fue 17","MUE 15"
"fue 18","MUE 29"
"fue 19","MUE 35"
"fue 22","MUE 36"
"fue 23","MUE 24"
"fue 24","MUE 4"
"fue 25","MUE 34"
"fue 31","MUE 2"
"fue 32","MUE 30"
"fue 33","MUE 28"
"fue 34","MUE 13"
"fue 35","MUE 14"
"fue 38","MUE 5"
"fue 39","MUE 31"
"fue 41","MUE 10"
"fue 42","MUE 32"
"fue 43","MUE 16"
"fue 45","MUE 12"
"fue 46","MUE 18"
"fue 47","MUE 33"
"fue 48","MUE 19"
"fue 51","MUE 26"
"fue 53","MUE 23"
"fue 56","MUE 27"
"fue 57","MUE 21"
"fue 59","MUE 22"
"fue 60","MUE 6"
