"fue","MUE"
"fue 1","MUE 35"
"fue 3","MUE 29"
"fue 4","MUE 8"
"fue 8","MUE 9"
"fue 9","MUE 14"
"fue 12","MUE 21"
"fue 15","MUE 5"
"fue 16","MUE 27"
"fue 17","MUE 3"
"fue 19","MUE 18"
"fue 20","MUE 19"
"fue 21","MUE 12"
"fue 22","MUE 24"
"fue 23","MUE 4"
"fue 24","MUE 6"
"fue 26","MUE 7"
"fue 27","MUE 28"
"fue 28","MUE 16"
"fue 29","MUE 22"
"fue 31","MUE 33"
"fue 32","MUE 30"
"fue 33","MUE 20"
"fue 34","MUE 1"
"fue 35","MUE 36"
"fue 36","MUE 13"
"fue 37","MUE 15"
"fue 38","MUE 11"
"fue 40","MUE 26"
"fue 42","MUE 10"
"fue 44","MUE 31"
"fue 45","MUE 25"
"fue 46","MUE 2"
"fue 51","MUE 17"
"fue 52","MUE 32"
"fue 53","MUE 23"
"fue 54","MUE 34"
