"fue","MUE"
"fue 3","MUE 30"
"fue 4","MUE 13"
"fue 5","MUE 28"
"fue 9","MUE 19"
"fue 13","MUE 9"
"fue 18","MUE 8"
"fue 19","MUE 27"
"fue 20","MUE 10"
"fue 21","MUE 17"
"fue 23","MUE 22"
"fue 26","MUE 20"
"fue 30","MUE 21"
"fue 31","MUE 7"
"fue 35","MUE 35"
"fue 36","MUE 31"
"fue 38","MUE 18"
"fue 39","MUE 33"
"fue 42","MUE 23"
"fue 44","MUE 29"
"fue 50","MUE 15"
"fue 51","MUE 12"
"fue 58","MUE 24"
"fue 59","MUE 36"
"fue 60","MUE 16"
"fue 63","MUE 5"
"fue 65","MUE 3"
"fue 69","MUE 34"
"fue 70","MUE 1"
"fue 72","MUE 11"
"fue 74","MUE 26"
"fue 75","MUE 2"
"fue 77","MUE 32"
"fue 80","MUE 14"
"fue 81","MUE 25"
"fue 83","MUE 6"
"fue 84","MUE 4"
