"fue","MUE"
"fue 1","MUE 4"
"fue 3","MUE 36"
"fue 4","MUE 14"
"fue 5","MUE 21"
"fue 6","MUE 27"
"fue 9","MUE 6"
"fue 10","MUE 26"
"fue 14","MUE 20"
"fue 16","MUE 35"
"fue 22","MUE 19"
"fue 24","MUE 2"
"fue 25","MUE 30"
"fue 28","MUE 32"
"fue 30","MUE 28"
"fue 32","MUE 1"
"fue 36","MUE 9"
"fue 41","MUE 17"
"fue 42","MUE 12"
"fue 44","MUE 34"
"fue 46","MUE 10"
"fue 47","MUE 18"
"fue 49","MUE 22"
"fue 51","MUE 23"
"fue 52","MUE 16"
"fue 57","MUE 15"
"fue 59","MUE 29"
"fue 60","MUE 8"
"fue 65","MUE 31"
"fue 74","MUE 7"
"fue 77","MUE 5"
"fue 80","MUE 13"
"fue 81","MUE 3"
"fue 83","MUE 24"
"fue 85","MUE 33"
"fue 88","MUE 25"
"fue 90","MUE 11"
