"fue","MUE"
"fue 1","MUE 26"
"fue 2","MUE 1"
"fue 3","MUE 4"
"fue 4","MUE 8"
"fue 7","MUE 11"
"fue 8","MUE 5"
"fue 9","MUE 27"
"fue 11","MUE 3"
"fue 12","MUE 32"
"fue 16","MUE 16"
"fue 23","MUE 35"
"fue 24","MUE 22"
"fue 25","MUE 28"
"fue 29","MUE 6"
"fue 33","MUE 29"
"fue 37","MUE 34"
"fue 40","MUE 19"
"fue 44","MUE 23"
"fue 47","MUE 33"
"fue 48","MUE 21"
"fue 52","MUE 2"
"fue 54","MUE 18"
"fue 55","MUE 12"
"fue 56","MUE 31"
"fue 58","MUE 36"
"fue 59","MUE 10"
"fue 64","MUE 13"
"fue 66","MUE 9"
"fue 70","MUE 7"
"fue 72","MUE 30"
"fue 73","MUE 17"
"fue 75","MUE 20"
"fue 76","MUE 24"
"fue 86","MUE 15"
"fue 87","MUE 25"
"fue 88","MUE 14"
