"fue","MUE"
"fue 2","MUE 19"
"fue 4","MUE 11"
"fue 5","MUE 30"
"fue 6","MUE 32"
"fue 7","MUE 9"
"fue 10","MUE 21"
"fue 11","MUE 25"
"fue 12","MUE 31"
"fue 13","MUE 1"
"fue 14","MUE 6"
"fue 15","MUE 14"
"fue 17","MUE 24"
"fue 18","MUE 28"
"fue 19","MUE 26"
"fue 20","MUE 36"
"fue 23","MUE 7"
"fue 27","MUE 20"
"fue 28","MUE 35"
"fue 29","MUE 15"
"fue 30","MUE 12"
"fue 31","MUE 2"
"fue 32","MUE 34"
"fue 34","MUE 17"
"fue 36","MUE 33"
"fue 37","MUE 5"
"fue 38","MUE 23"
"fue 41","MUE 3"
"fue 43","MUE 10"
"fue 44","MUE 13"
"fue 45","MUE 18"
"fue 47","MUE 4"
"fue 49","MUE 8"
"fue 50","MUE 22"
"fue 51","MUE 16"
"fue 52","MUE 29"
"fue 53","MUE 27"
