"fue","MUE"
"fue 1","MUE 36"
"fue 3","MUE 19"
"fue 4","MUE 35"
"fue 5","MUE 5"
"fue 6","MUE 18"
"fue 7","MUE 25"
"fue 8","MUE 34"
"fue 9","MUE 13"
"fue 10","MUE 22"
"fue 11","MUE 28"
"fue 14","MUE 4"
"fue 15","MUE 7"
"fue 17","MUE 8"
"fue 18","MUE 31"
"fue 20","MUE 26"
"fue 23","MUE 20"
"fue 24","MUE 23"
"fue 25","MUE 12"
"fue 27","MUE 14"
"fue 28","MUE 29"
"fue 31","MUE 16"
"fue 32","MUE 33"
"fue 33","MUE 11"
"fue 35","MUE 6"
"fue 38","MUE 17"
"fue 40","MUE 2"
"fue 42","MUE 3"
"fue 43","MUE 27"
"fue 44","MUE 24"
"fue 46","MUE 32"
"fue 48","MUE 30"
"fue 49","MUE 21"
"fue 51","MUE 1"
"fue 52","MUE 10"
"fue 53","MUE 9"
"fue 54","MUE 15"
