"fue","MUE"
"fue 1","MUE 16"
"fue 2","MUE 1"
"fue 6","MUE 17"
"fue 7","MUE 21"
"fue 9","MUE 11"
"fue 13","MUE 26"
"fue 14","MUE 14"
"fue 17","MUE 23"
"fue 18","MUE 6"
"fue 22","MUE 31"
"fue 26","MUE 35"
"fue 29","MUE 22"
"fue 30","MUE 3"
"fue 33","MUE 24"
"fue 35","MUE 10"
"fue 40","MUE 36"
"fue 42","MUE 34"
"fue 46","MUE 7"
"fue 47","MUE 5"
"fue 49","MUE 13"
"fue 52","MUE 15"
"fue 53","MUE 4"
"fue 55","MUE 25"
"fue 57","MUE 32"
"fue 58","MUE 12"
"fue 61","MUE 19"
"fue 63","MUE 29"
"fue 64","MUE 9"
"fue 66","MUE 18"
"fue 68","MUE 8"
"fue 70","MUE 28"
"fue 72","MUE 20"
"fue 73","MUE 30"
"fue 75","MUE 2"
"fue 76","MUE 33"
"fue 77","MUE 27"
