"fue","MUE"
"fue 1","MUE 12"
"fue 3","MUE 20"
"fue 5","MUE 21"
"fue 8","MUE 2"
"fue 11","MUE 35"
"fue 14","MUE 22"
"fue 16","MUE 31"
"fue 20","MUE 16"
"fue 25","MUE 27"
"fue 26","MUE 14"
"fue 27","MUE 25"
"fue 29","MUE 29"
"fue 33","MUE 3"
"fue 35","MUE 26"
"fue 36","MUE 19"
"fue 38","MUE 13"
"fue 39","MUE 30"
"fue 40","MUE 5"
"fue 42","MUE 36"
"fue 48","MUE 18"
"fue 49","MUE 8"
"fue 56","MUE 15"
"fue 57","MUE 17"
"fue 60","MUE 7"
"fue 61","MUE 33"
"fue 65","MUE 6"
"fue 68","MUE 10"
"fue 69","MUE 34"
"fue 70","MUE 9"
"fue 72","MUE 32"
"fue 76","MUE 28"
"fue 77","MUE 11"
"fue 79","MUE 4"
"fue 80","MUE 1"
"fue 81","MUE 23"
"fue 82","MUE 24"
