"fue","MUE"
"fue 1","MUE 7"
"fue 6","MUE 9"
"fue 7","MUE 26"
"fue 8","MUE 24"
"fue 11","MUE 25"
"fue 15","MUE 34"
"fue 17","MUE 14"
"fue 18","MUE 33"
"fue 20","MUE 27"
"fue 22","MUE 2"
"fue 27","MUE 10"
"fue 30","MUE 11"
"fue 31","MUE 3"
"fue 32","MUE 15"
"fue 34","MUE 18"
"fue 35","MUE 28"
"fue 38","MUE 8"
"fue 39","MUE 21"
"fue 41","MUE 17"
"fue 42","MUE 20"
"fue 43","MUE 1"
"fue 46","MUE 4"
"fue 48","MUE 23"
"fue 49","MUE 19"
"fue 50","MUE 5"
"fue 53","MUE 13"
"fue 54","MUE 29"
"fue 55","MUE 12"
"fue 59","MUE 16"
"fue 61","MUE 31"
"fue 62","MUE 35"
"fue 67","MUE 30"
"fue 70","MUE 32"
"fue 73","MUE 36"
"fue 77","MUE 22"
"fue 84","MUE 6"
