"fue","MUE"
"fue 1","MUE 32"
"fue 2","MUE 1"
"fue 3","MUE 24"
"fue 5","MUE 10"
"fue 6","MUE 4"
"fue 7","MUE 31"
"fue 8","MUE 17"
"fue 13","MUE 9"
"fue 14","MUE 2"
"fue 16","MUE 21"
"fue 17","MUE 30"
"fue 20","MUE 28"
"fue 22","MUE 13"
"fue 25","MUE 15"
"fue 26","MUE 25"
"fue 28","MUE 7"
"fue 32","MUE 36"
"fue 33","MUE 6"
"fue 35","MUE 3"
"fue 37","MUE 14"
"fue 39","MUE 20"
"fue 40","MUE 8"
"fue 41","MUE 23"
"fue 44","MUE 35"
"fue 46","MUE 29"
"fue 51","MUE 19"
"fue 52","MUE 16"
"fue 54","MUE 33"
"fue 56","MUE 22"
"fue 58","MUE 27"
"fue 66","MUE 11"
"fue 68","MUE 26"
"fue 69","MUE 12"
"fue 70","MUE 18"
"fue 71","MUE 34"
"fue 72","MUE 5"
