"fue","MUE"
"fue 1","MUE 18"
"fue 2","MUE 1"
"fue 3","MUE 21"
"fue 6","MUE 16"
"fue 11","MUE 6"
"fue 14","MUE 28"
"fue 18","MUE 33"
"fue 21","MUE 17"
"fue 22","MUE 3"
"fue 23","MUE 8"
"fue 26","MUE 25"
"fue 35","MUE 35"
"fue 36","MUE 12"
"fue 37","MUE 15"
"fue 38","MUE 36"
"fue 40","MUE 31"
"fue 41","MUE 23"
"fue 42","MUE 34"
"fue 47","MUE 13"
"fue 48","MUE 10"
"fue 51","MUE 20"
"fue 53","MUE 29"
"fue 57","MUE 27"
"fue 60","MUE 30"
"fue 65","MUE 26"
"fue 66","MUE 9"
"fue 69","MUE 19"
"fue 70","MUE 22"
"fue 72","MUE 32"
"fue 73","MUE 14"
"fue 74","MUE 11"
"fue 75","MUE 2"
"fue 77","MUE 7"
"fue 78","MUE 24"
"fue 80","MUE 4"
"fue 82","MUE 5"
